Survey ID,Room Rate Clean,Room Number Clean,Room Type Clean,Survey language,Arrival Date,Departure Date,Loyalty Program Tier,Mobile Check-In,Intent to Recommend (Property),Cleanliness,Staff Service,Food and Beverage,Maintenance and Upkeep,Design and Décor,Overall Score
12428,170,1710,CKA,English,6/29/2018,6/30/2018,Platinum,No,10,,,,,,5
12430,167,1212,GK,English,6/24/2018,6/29/2018,Silver,Yes,9,,,,,,4.5
12432,158.75,1422,GK,English,6/29/2018,7/3/2018,Member,No,10,,,,,,5
12433,126,1508,CK,English,7/1/2018,7/2/2018,Gold,No,10,,,,,,5
12436,152,1107,GD,English,6/28/2018,7/3/2018,Gold,No,7,,,,,,3.5
12438,249,714,GD,English,6/27/2018,6/28/2018,Member,No,9,,,,,,4.5
12440,159,916,GD,English,7/1/2018,7/2/2018,Non-Member,No,10,,,,,,5
12441,110,1716,CK,English,7/1/2018,7/2/2018,Gold,No,10,,,,,,5
12443,172,403,GK,English,6/29/2018,7/2/2018,Member,No,10,,,,,,5
12444,225.67,704,GK,English,6/28/2018,7/1/2018,Member,No,1,,,,,,0.5
12445,159,301,GK,English,6/23/2018,6/24/2018,Member,No,1,,,,,,0.5
12447,244,1616,CK,English,6/29/2018,7/1/2018,Non-Member,No,7,,,,,,3.5
12448,214,1502,CK,English,6/29/2018,7/1/2018,Non-Member,No,2,,,,,,1
12449,139,516,GD,English,6/24/2018,6/25/2018,Non-Member,No,10,,,,,,5
12450,159,303,GK,English,6/23/2018,6/24/2018,Member,No,10,,,,,,5
12451,165,1411,GD,English,6/19/2018,6/22/2018,Member,Yes,8,,,,,,4
12452,165,823,GD,English,6/27/2018,6/30/2018,Silver,Yes,9,,,,,,4.5
12453,269,1104,GK,English,6/25/2018,6/28/2018,Gold,Yes,7,,,,,,3.5
12454,195,1024,GK,English,6/28/2018,6/29/2018,Silver,No,8,,,,,,4
12459,144,1005,GD,English,6/24/2018,6/25/2018,Platinum,No,8,,,,,,4
12462,156,1615,CK,English,6/24/2018,6/25/2018,Platinum,No,10,,,,,,5
12463,161,411,GD,English,6/28/2018,6/29/2018,Non-Member,No,6,,,,,,3
12465,183,817,GD,English,6/28/2018,6/29/2018,Non-Member,No,5,,,,,,2.5
12468,186,220,GD,English,6/21/2018,6/24/2018,Member,No,8,,,,,,4
12469,289,1418,GD,English,6/26/2018,6/27/2018,Platinum,No,10,,,,,,5
12470,170,517,GD,English,6/26/2018,6/28/2018,Silver,No,9,,,,,,4.5
12471,259,1014,GD,English,6/20/2018,6/22/2018,Non-Member,No,3,,,,,,1.5
12477,199.8,1520,CK,English,6/20/2018,6/25/2018,Platinum,Yes,10,,,,,,5
12480,165,1620,CK,English,6/19/2018,6/23/2018,Member,No,10,,,,,,5
12481,178,816,GD,English,6/21/2018,6/22/2018,Member,No,1,,,,,,0.5
12483,165,1716,CK,English,6/20/2018,6/21/2018,Member,Yes,9,,,,,,4.5
12485,183.6,1418,GD,English,6/22/2018,6/23/2018,Member,No,10,,,,,,5
12486,185,1622,CK,English,6/24/2018,6/25/2018,Member,No,10,,,,,,5
12487,178,1116,GD,English,6/22/2018,6/24/2018,Member,No,9,,,,,,4.5
12488,204,1612,CD,English,6/17/2018,6/19/2018,Member,No,10,,,,,,5
12489,167,1723,CK,English,6/23/2018,6/24/2018,Gold,Yes,10,,,,,,5
12490,201,814,GD,English,6/21/2018,6/24/2018,Silver,Yes,10,,,,,,5
12491,159,601,GK,English,6/12/2018,6/17/2018,Member,No,6,,,,,,3
12492,159,1710,CKA,English,6/13/2018,6/15/2018,Member,No,10,,,,,,5
12493,167,806,GD,English,6/17/2018,6/22/2018,Member,No,10,,,,,,5
12498,167,601,GK,English,6/17/2018,6/23/2018,Silver,No,9,,,,,,4.5
12500,212,1008,GD,English,6/18/2018,6/19/2018,Member,Yes,10,,,,,,5
12501,299,322,GK,English,6/20/2018,6/21/2018,Member,No,6,,,,,,3
12503,245,1705,CK,English,6/18/2018,6/23/2018,Platinum,No,10,,,,,,5
12504,243.29,611,GD,English,6/15/2018,6/23/2018,Member,No,10,,,,,,5
12505,212,604,GK,English,6/19/2018,6/23/2018,Member,No,9,,,,,,4.5
12506,195,216,GD,English,6/22/2018,6/23/2018,Member,Yes,10,,,,,,5
12507,189,624,GK,English,6/22/2018,6/23/2018,Member,No,9,,,,,,4.5
12510,167,623,GK,English,6/21/2018,6/22/2018,Non-Member,No,1,,,,,,0.5
12511,166,708,GD,English,6/17/2018,6/18/2018,Member,Yes,6,,,,,,3
12512,146.67,1004,GK,English,6/15/2018,6/18/2018,Non-Member,No,9,,,,,,4.5
12513,144,609,GD,English,6/15/2018,6/16/2018,Member,No,1,,,,,,0.5
12514,293,1201,GK,English,6/19/2018,6/20/2018,Member,No,10,,,,,,5
12517,167,803,GK,English,6/11/2018,6/14/2018,Platinum,Yes,7,,,,,,3.5
12519,231.75,804,GK,English,6/17/2018,6/21/2018,Member,No,9,,,,,,4.5
12520,237.67,1425,GK,English,6/17/2018,6/21/2018,Gold,Yes,9,,,,,,4.5
12523,167,1006,GD,English,6/13/2018,6/18/2018,Member,No,9,,,,,,4.5
12524,239,1412,GD,English,6/17/2018,6/20/2018,Non-Member,No,9,,,,,,4.5
12528,165.6,1419,GDA,English,6/15/2018,6/16/2018,Gold,Yes,6,,,,,,3
12529,229,1014,GD,English,6/17/2018,6/20/2018,Member,No,9,,,,,,4.5
12532,159,1112,GK,English,6/13/2018,6/16/2018,Non-Member,No,10,,,,,,5
12533,169,606,GD,English,6/9/2018,6/10/2018,Member,No,4,,,,,,2
12534,244,1623,CK,English,6/12/2018,6/15/2018,Silver,No,10,,,,,,5
12535,152.5,714,GD,English,6/17/2018,6/19/2018,Member,No,6,,,,,,3
12536,147.6,201,GK,English,6/17/2018,6/18/2018,Silver,No,10,,,,,,5
12537,169,220,GD,English,6/9/2018,6/10/2018,Non-Member,No,8,,,,,,4
12538,184,819,GD,English,6/15/2018,6/18/2018,Non-Member,No,9,,,,,,4.5
12539,179,521,GD,English,6/15/2018,6/16/2018,Member,No,9,,,,,,4.5
12541,148,724,GK,English,6/15/2018,6/18/2018,Member,No,7,,,,,,3.5
12542,284,712,GK,English,6/12/2018,6/15/2018,Gold,No,3,,,,,,1.5
12543,152,918,GD,English,6/15/2018,6/17/2018,Member,No,10,,,,,,5
12544,184,1705,CK,English,6/15/2018,6/17/2018,Non-Member,No,4,,,,,,2
12545,229,1404,GK,English,6/14/2018,6/16/2018,Non-Member,No,10,,,,,,5
12546,167,820,GD,English,6/5/2018,6/15/2018,Gold,Yes,7,,,,,,3.5
12548,152,222,GK,English,6/16/2018,6/17/2018,Non-Member,No,1,,,,,,0.5
12549,169,1204,GK,English,6/15/2018,6/16/2018,Non-Member,No,6,,,,,,3
12550,194,1210,GD,English,6/16/2018,6/17/2018,Member,No,10,,,,,,5
12552,139,1606,CK,English,6/9/2018,6/13/2018,Gold,No,10,,,,,,5
12553,229,722,GK,English,6/11/2018,6/13/2018,Silver,No,8,,,,,,4
12554,159,703,GK,English,6/4/2018,6/6/2018,Member,No,8,,,,,,4
12555,149,1620,CK,English,6/9/2018,6/10/2018,Silver,No,9,,,,,,4.5
12556,16,1503,CK,English,6/15/2018,6/16/2018,Silver,No,10,,,,,,5
12558,169,207,GD,English,6/9/2018,6/10/2018,Member,No,9,,,,,,4.5
12560,169,1022,GK,English,6/15/2018,6/16/2018,Non-Member,No,1,,,,,,0.5
12561,169,619,GD,English,6/15/2018,6/16/2018,Non-Member,No,5,,,,,,2.5
12562,159,221,GD,English,6/9/2018,6/11/2018,Member,No,10,,,,,,5
12563,174,1224,GK,English,6/9/2018,6/10/2018,Non-Member,No,10,,,,,,5
12565,239,1707,CD,English,6/10/2018,6/14/2018,Platinum,Yes,8,,,,,,4
12570,167,920,GD,English,6/10/2018,6/13/2018,Member,No,10,,,,,,5
12571,163,1408,GD,English,6/12/2018,6/14/2018,Platinum,Yes,10,,,,,,5
12572,172.25,1508,CK,English,6/4/2018,6/8/2018,Gold,Yes,8,,,,,,4
12573,146,1707,CD,English,6/7/2018,6/8/2018,Gold,Yes,10,,,,,,5
12577,125,222,GK,English,6/3/2018,6/8/2018,Member,No,9,,,,,,4.5
12578,131,1008,GD,English,6/3/2018,6/4/2018,Member,No,9,,,,,,4.5
12579,189,1215,GD,English,6/10/2018,6/13/2018,Member,No,9,,,,,,4.5
12580,62.5,425,GK,English,6/3/2018,6/6/2018,Member,No,9,,,,,,4.5
12583,123,215,GD,English,6/1/2018,6/4/2018,Member,Yes,6,,,,,,3
12585,167,1104,GK,English,6/3/2018,6/8/2018,Platinum,Yes,9,,,,,,4.5
12586,144,1617,CK,English,6/10/2018,6/11/2018,Platinum,No,10,,,,,,5
12588,125,1723,CK,English,6/10/2018,6/11/2018,Platinum,Yes,9,,,,,,4.5
12591,163,1217,GD,English,6/4/2018,6/7/2018,Platinum,No,9,,,,,,4.5
12593,176.5,815,GD,English,5/30/2018,6/8/2018,Member,No,9,,,,,,4.5
12594,165.33,707,GD,English,6/3/2018,6/7/2018,Member,No,10,,,,,,5
12595,155.67,718,GD,English,6/8/2018,6/11/2018,Member,No,8,,,,,,4
12596,147.5,1124,GK,English,6/3/2018,6/5/2018,Gold,Yes,10,,,,,,5
12597,259,620,GD,English,6/5/2018,6/6/2018,Gold,No,10,,,,,,5
12598,152.1,1515,PS,English,6/8/2018,6/10/2018,Platinum,No,10,,,,,,5
12599,169,901,GK,English,6/9/2018,6/10/2018,Non-Member,No,10,,,,,,5
12600,203.5,501,GK,English,6/1/2018,6/3/2018,Member,No,1,,,,,,0.5
12601,135.33,1518,CK,English,5/27/2018,6/9/2018,Gold,No,9,,,,,,4.5
12603,179,1001,GK,English,6/9/2018,6/10/2018,Non-Member,No,10,,,,,,5
12604,158.5,508,GD,English,6/6/2018,6/10/2018,Silver,No,4,,,,,,2
12605,164,717,GD,English,6/8/2018,6/10/2018,Non-Member,No,5,,,,,,2.5
12606,139.5,1115,GD,English,6/8/2018,6/10/2018,Member,No,9,,,,,,4.5
12607,149,1206,GD,English,5/23/2018,5/29/2018,Member,No,4,,,,,,2
12609,147.6,1102,GK,English,6/8/2018,6/9/2018,Member,No,10,,,,,,5
12611,142,1012,GK,English,6/8/2018,6/9/2018,Member,Yes,5,,,,,,2.5
12612,115,801,GK,English,5/29/2018,6/1/2018,Platinum,Yes,10,,,,,,5
12613,143,720,GD,English,6/1/2018,6/4/2018,Member,No,7,,,,,,3.5
12614,157,1222,GK,English,6/6/2018,6/7/2018,Gold,No,5,,,,,,2.5
12615,179,1225,GK,English,6/3/2018,6/4/2018,Silver,Yes,8,,,,,,4
12619,125,1222,GK,English,6/4/2018,6/6/2018,Silver,No,7,,,,,,3.5
12620,149,715,GD,English,5/23/2018,5/29/2018,Member,No,10,,,,,,5
12621,159,405,GD,English,6/1/2018,6/2/2018,Non-Member,No,10,,,,,,5
12623,161,1620,CK,English,6/2/2018,6/3/2018,Gold,Yes,10,,,,,,5
12624,208,1107,GD,English,6/2/2018,6/3/2018,Member,No,9,,,,,,4.5
12625,152,1711,ES,English,6/2/2018,6/3/2018,Gold,Yes,10,,,,,,5
12626,105.5,916,GD,English,5/30/2018,6/1/2018,Silver,No,10,,,,,,5
12627,119,821,GD,English,6/2/2018,6/3/2018,Member,Yes,10,,,,,,5
12628,155,1001,GK,English,6/1/2018,6/4/2018,Non-Member,No,8,,,,,,4
12631,120.5,411,GD,English,5/31/2018,6/2/2018,Member,No,10,,,,,,5
12632,107,615,GD,English,5/31/2018,6/1/2018,Member,No,10,,,,,,5
12633,95.67,1402,GK,English,5/29/2018,6/2/2018,Platinum,No,9,,,,,,4.5
12634,125.67,1001,GK,English,5/28/2018,5/31/2018,Platinum,No,8,,,,,,4
12635,107,1718,CK,English,5/29/2018,5/31/2018,Platinum,Yes,9,,,,,,4.5
12636,109,219,GD,English,5/30/2018,6/1/2018,Member,No,9,,,,,,4.5
12640,119,208,GD,English,6/1/2018,6/3/2018,Silver,No,8,,,,,,4
12641,117,1101,GK,English,5/30/2018,6/1/2018,Gold,No,9,,,,,,4.5
12642,127.5,220,GD,English,6/1/2018,6/4/2018,Member,Yes,9,,,,,,4.5
12645,156.5,1202,GK,English,6/1/2018,6/3/2018,Member,Yes,10,,,,,,5
12646,152,608,GD,English,6/1/2018,6/3/2018,Member,No,9,,,,,,4.5
12647,165,1202,GK,English,6/4/2018,6/5/2018,Member,Yes,10,,,,,,5
12648,110,412,GK,English,5/30/2018,5/31/2018,Silver,Yes,7,,,,,,3.5
12652,192.6,202,GK,English,5/26/2018,5/27/2018,Non-Member,No,9,,,,,,4.5
12653,140,604,GK,English,5/30/2018,6/4/2018,Member,No,9,,,,,,4.5
12655,177.6,202,GK,English,6/1/2018,6/4/2018,Member,No,10,,,,,,5
12656,147.6,1222,GK,English,6/2/2018,6/4/2018,Member,Yes,8,,,,,,4
12657,128.75,704,GK,English,5/31/2018,6/4/2018,Member,No,7,,,,,,3.5
12658,110,401,GK,English,5/30/2018,5/31/2018,Member,Yes,9,,,,,,4.5
12659,167,817,GD,English,5/20/2018,5/25/2018,Non-Member,No,10,,,,,,5
12660,149,402,GK,English,5/24/2018,5/29/2018,Member,No,7,,,,,,3.5
12663,143.6,415,GD,English,5/24/2018,5/29/2018,Silver,No,9,,,,,,4.5
12664,174,808,GD,English,6/2/2018,6/4/2018,Member,No,6,,,,,,3
12665,194,205,GD,English,6/1/2018,6/3/2018,Non-Member,No,9,,,,,,4.5
12666,164.67,1621,CK,English,5/24/2018,5/27/2018,Member,No,9,,,,,,4.5
12668,174.6,806,GD,English,6/2/2018,6/3/2018,Silver,Yes,8,,,,,,4
12669,145,706,GD,English,5/19/2018,5/20/2018,Silver,No,10,,,,,,5
12671,124,519,GD,English,5/29/2018,5/31/2018,Silver,No,10,,,,,,5
12673,120.6,1124,GK,English,5/30/2018,6/1/2018,Platinum,Yes,10,,,,,,5
12674,225,321,GK,English,5/26/2018,5/28/2018,Member,No,10,,,,,,5
12676,141,1521,CK,English,5/30/2018,6/1/2018,Silver,Yes,8,,,,,,4
12677,169,620,GD,English,5/25/2018,5/27/2018,Member,No,10,,,,,,5
12678,129,1212,GK,English,5/29/2018,5/31/2018,Silver,Yes,9,,,,,,4.5
12679,169,607,GD,English,5/26/2018,5/28/2018,Member,Yes,5,,,,,,2.5
12680,118,1708,CK,English,5/31/2018,6/2/2018,Gold,No,10,,,,,,5
12682,127,1217,GD,English,6/1/2018,6/2/2018,Gold,No,10,,,,,,5
12685,169,1506,CK,English,6/1/2018,6/2/2018,Non-Member,No,10,,,,,,5
12687,115,1522,GD,English,5/15/2018,5/22/2018,Member,No,7,,,,,,3.5
12688,101,402,GK,English,5/30/2018,5/31/2018,Member,No,10,,,,,,5
12691,110,1724,CK,English,5/31/2018,6/1/2018,Gold,No,8,,,,,,4
12692,109,705,GD,English,5/30/2018,5/31/2018,Member,No,8,,,,,,4
12693,126,808,GD,English,5/29/2018,5/30/2018,Silver,No,7,,,,,,3.5
12696,107,1723,CK,English,5/31/2018,6/1/2018,Platinum,Yes,10,,,,,,5
12698,167,603,GK,English,5/29/2018,6/1/2018,Member,No,10,,,,,,5
12699,93,1501,CK,English,5/31/2018,6/1/2018,Platinum,No,9,,,,,,4.5
12702,131,704,GK,English,5/29/2018,5/31/2018,Gold,Yes,1,,,,,,0.5
12703,119,322,GK,English,5/29/2018,5/30/2018,Member,No,8,,,,,,4
12704,117,324,GK,English,5/29/2018,5/30/2018,Member,No,9,,,,,,4.5
12706,147,1101,GK,English,5/23/2018,5/30/2018,Silver,No,1,,,,,,0.5
12708,188,603,GK,English,5/25/2018,5/28/2018,Member,No,5,,,,,,2.5
12709,125,1714,CD,English,5/25/2018,5/26/2018,Platinum,Yes,9,,,,,,4.5
12710,179,821,GD,English,5/21/2018,5/25/2018,Member,No,9,,,,,,4.5
12711,101,407,GD,English,5/29/2018,5/30/2018,Member,No,10,,,,,,5
12715,126.5,501,GK,English,5/27/2018,5/29/2018,Gold,Yes,10,,,,,,5
12718,146.5,704,GK,English,5/25/2018,5/29/2018,Member,No,9,,,,,,4.5
12719,149,622,GK,English,5/23/2018,5/26/2018,Gold,No,10,,,,,,5
12720,220.5,716,GD,English,5/26/2018,5/28/2018,Silver,No,6,,,,,,3
12722,152,1405,GK,English,5/22/2018,5/25/2018,Silver,No,9,,,,,,4.5
12723,166.33,1718,CK,English,5/26/2018,5/29/2018,Platinum,No,9,,,,,,4.5
12724,142,1602,CK,English,5/20/2018,5/25/2018,Platinum,Yes,5,,,,,,2.5
12725,143,1525,CK,English,5/25/2018,5/29/2018,Gold,No,10,,,,,,5
12726,129,522,GK,English,5/27/2018,5/29/2018,Non-Member,No,10,,,,,,5
12729,159.67,819,GD,English,5/22/2018,5/25/2018,Member,No,3,,,,,,1.5
12733,215.1,722,GK,English,5/25/2018,5/27/2018,Member,Yes,3,,,,,,1.5
12734,161,1015,GD,English,5/27/2018,5/28/2018,Member,No,10,,,,,,5
12735,171,823,GD,English,5/23/2018,5/28/2018,Member,No,1,,,,,,0.5
12736,177.5,1511,CD,English,5/26/2018,5/28/2018,Silver,No,8,,,,,,4
12737,179,302,GK,English,5/27/2018,5/28/2018,Platinum,Yes,4,,,,,,2
12741,167,925,GK,English,5/24/2018,5/27/2018,Member,No,1,,,,,,0.5
12742,167,525,GK,English,5/20/2018,5/25/2018,Silver,No,9,,,,,,4.5
12745,215.67,1608,CK,English,5/24/2018,5/24/2018,Platinum,Yes,9,,,,,,4.5
12746,123,1223,GD,English,5/25/2018,5/26/2018,Silver,No,9,,,,,,4.5
12747,159,1103,GK,English,5/18/2018,5/21/2018,Member,No,10,,,,,,5
12749,109.5,818,GD,English,5/17/2018,5/23/2018,Member,No,6,,,,,,3
12750,159.67,1225,GK,English,5/19/2018,5/23/2018,Platinum,No,9,,,,,,4.5
12751,169.5,518,GD,English,5/21/2018,5/23/2018,Member,No,8,,,,,,4
12754,168.5,621,GD,English,5/20/2018,5/26/2018,Member,No,7,,,,,,3.5
12755,167,1707,CD,English,5/19/2018,5/26/2018,Platinum,Yes,10,,,,,,5
12757,194.5,808,GD,English,5/18/2018,5/20/2018,Member,No,7,,,,,,3.5
12758,125,1209,PS,English,5/18/2018,5/21/2018,Gold,Yes,8,,,,,,4
12759,83.5,423,GD,English,5/21/2018,5/25/2018,Non-Member,No,6,,,,,,3
12767,167,506,GD,English,5/21/2018,5/25/2018,Member,No,9,,,,,,4.5
12768,254,1515,PS,English,5/22/2018,5/23/2018,Platinum,No,10,,,,,,5
12769,146,1115,GD,English,5/20/2018,5/21/2018,Member,No,7,,,,,,3.5
12770,110,922,GK,English,5/24/2018,5/25/2018,Non-Member,No,10,,,,,,5
12774,125,819,GD,English,5/18/2018,5/20/2018,Member,No,7,,,,,,3.5
12776,164,324,GK,English,5/18/2018,5/20/2018,Non-Member,No,10,,,,,,5
12779,179,1105,GD,English,5/19/2018,5/20/2018,Silver,No,8,,,,,,4
12780,239,1602,CK,English,5/19/2018,5/20/2018,Member,Yes,9,,,,,,4.5
12783,174,217,GD,English,5/18/2018,5/20/2018,Member,No,10,,,,,,5
12784,161,1006,GD,English,5/19/2018,5/20/2018,Member,Yes,10,,,,,,5
12785,205,1508,CK,English,5/23/2018,5/24/2018,Silver,No,10,,,,,,5
12786,189,1015,GD,English,5/19/2018,5/20/2018,Non-Member,No,10,,,,,,5
12787,139.5,703,GK,English,5/17/2018,5/19/2018,Gold,No,10,,,,,,5
12788,229,1702,CK,English,5/15/2018,5/17/2018,Member,No,10,,,,,,5
12789,117,902,GK,English,5/13/2018,5/14/2018,Silver,No,8,,,,,,4
12790,165,511,GD,English,5/15/2018,5/18/2018,Member,No,10,,,,,,5
12791,135,217,GD,English,5/12/2018,5/13/2018,Member,No,10,,,,,,5
12792,194,1718,CK,English,5/17/2018,5/19/2018,Silver,No,10,,,,,,5
12793,167,621,GD,English,5/7/2018,5/12/2018,Member,No,10,,,,,,5
12795,182.5,710,GDA,English,5/17/2018,5/21/2018,Silver,No,10,,,,,,5
12798,148,304,GK,English,5/20/2018,5/22/2018,Gold,Yes,7,,,,,,3.5
12799,165,912,GK,English,5/18/2018,5/20/2018,Member,No,7,,,,,,3.5
12802,166.83,705,GD,English,5/14/2018,5/22/2018,Non-Member,No,10,,,,,,5
12803,142,1422,GK,English,5/14/2018,5/15/2018,Gold,No,10,,,,,,5
12804,194,921,GD,English,5/20/2018,5/22/2018,Silver,No,10,,,,,,5
12805,179,1525,CK,English,5/17/2018,5/18/2018,Non-Member,No,4,,,,,,2
12806,167,1109,PS,English,5/15/2018,5/18/2018,Member,No,9,,,,,,4.5
12807,174,408,GD,English,5/18/2018,5/20/2018,Member,No,7,,,,,,3.5
12808,180.5,1007,GD,English,5/14/2018,5/16/2018,Gold,Yes,10,,,,,,5
12810,169,202,GK,English,5/11/2018,5/14/2018,Member,Yes,8,,,,,,4
12812,125,822,GK,English,5/6/2018,5/8/2018,Gold,No,7,,,,,,3.5
12814,219.5,1708,CK,English,5/16/2018,5/18/2018,Gold,No,10,,,,,,5
12815,149,1212,GK,English,5/20/2018,5/21/2018,Silver,Yes,10,,,,,,5
12816,203.5,1601,ES,English,5/18/2018,5/20/2018,Platinum,No,9,,,,,,4.5
12817,149,422,GK,English,5/11/2018,5/14/2018,Non-Member,No,5,,,,,,2.5
12818,159,302,GK,English,5/8/2018,5/11/2018,Non-Member,No,1,,,,,,0.5
12819,156.5,215,GD,English,5/18/2018,5/20/2018,Non-Member,No,7,,,,,,3.5
12820,184,210,GD,English,5/11/2018,5/13/2018,Member,No,7,,,,,,3.5
12823,203.5,1117,GD,English,5/18/2018,5/20/2018,Member,Yes,10,,,,,,5
12824,142,923,GD,English,5/11/2018,5/12/2018,Member,Yes,8,,,,,,4
12825,161,1407,HS,English,5/19/2018,5/20/2018,Platinum,Yes,10,,,,,,5
12828,170,1106,GD,English,5/18/2018,5/20/2018,Member,No,8,,,,,,4
12829,143.5,1201,GK,English,5/18/2018,5/20/2018,Member,Yes,10,,,,,,5
12830,179,409,GD,English,5/19/2018,5/20/2018,Member,No,10,,,,,,5
12831,172.33,207,GD,English,5/9/2018,5/13/2018,Silver,No,9,,,,,,4.5
12832,156,1518,CK,English,5/11/2018,5/13/2018,Gold,No,10,,,,,,5
12837,165.6,1105,GD,English,5/18/2018,5/19/2018,Member,Yes,4,,,,,,2
12838,125,512,GK,English,5/9/2018,5/10/2018,Member,No,9,,,,,,4.5
12839,134,1720,CK,English,5/12/2018,5/14/2018,Gold,No,9,,,,,,4.5
12841,180,708,GD,English,5/18/2018,5/19/2018,Silver,No,8,,,,,,4
12843,69.5,1014,GD,English,5/11/2018,5/15/2018,Member,No,7,,,,,,3.5
12844,125,301,GK,English,5/11/2018,5/15/2018,Member,Yes,8,,,,,,4
12845,114,1404,GK,English,5/13/2018,5/15/2018,Silver,No,8,,,,,,4
12846,117,323,GK,English,5/13/2018,5/14/2018,Member,No,10,,,,,,5
12851,127,1218,GD,English,5/12/2018,5/13/2018,Silver,Yes,10,,,,,,5
12852,169.5,206,GD,English,5/10/2018,5/13/2018,Non-Member,No,5,,,,,,2.5
12855,169,1217,GD,English,5/17/2018,5/18/2018,Non-Member,No,10,,,,,,5
12857,163.67,809,GDA,English,5/14/2018,5/17/2018,Gold,Yes,9,,,,,,4.5
12859,169,405,GD,English,5/7/2018,5/10/2018,Member,No,9,,,,,,4.5
12860,133.5,801,GK,English,5/11/2018,5/13/2018,Member,No,10,,,,,,5
12861,139.5,306,GD,English,5/11/2018,5/13/2018,Silver,Yes,10,,,,,,5
12862,183.6,1017,GD,English,5/12/2018,5/13/2018,Member,No,8,,,,,,4
12863,156,1112,GK,English,5/11/2018,5/12/2018,Gold,Yes,3,,,,,,1.5
12864,213,1506,CK,English,5/9/2018,5/12/2018,Member,No,8,,,,,,4
12865,155,1525,CK,English,5/10/2018,5/13/2018,Member,No,8,,,,,,4
12866,125,1619,CK,English,5/5/2018,5/9/2018,Member,No,10,,,,,,5
12868,135.5,1106,GD,English,5/11/2018,5/13/2018,Member,No,8,,,,,,4
12870,205,716,GD,English,5/7/2018,5/9/2018,Member,No,9,,,,,,4.5
12871,185,415,GD,English,5/10/2018,5/11/2018,Member,No,9,,,,,,4.5
12872,195.67,814,GD,English,5/10/2018,5/13/2018,Member,No,10,,,,,,5
12873,149,1424,GK,English,4/26/2018,4/29/2018,Member,No,9,,,,,,4.5
12874,139,1021,GD,English,5/12/2018,5/14/2018,Non-Member,No,8,,,,,,4
12877,174,504,GK,English,5/12/2018,5/13/2018,Non-Member,No,9,,,,,,4.5
12878,154.5,1403,GD,English,5/9/2018,5/13/2018,Non-Member,No,9,,,,,,4.5
12882,149,509,GD,English,5/12/2018,5/13/2018,Non-Member,No,1,,,,,,0.5
12883,174.6,1214,GD,English,5/11/2018,5/13/2018,Platinum,Yes,10,,,,,,5
12884,149,812,GK,English,4/26/2018,4/29/2018,Member,No,8,,,,,,4
12885,139,1001,GK,English,4/27/2018,4/29/2018,Member,No,10,,,,,,5
12886,125,201,GK,English,4/30/2018,5/1/2018,Silver,No,10,,,,,,5
12887,235,1624,CK,English,5/5/2018,5/10/2018,Silver,No,10,,,,,,5
12890,191,1022,GK,English,5/3/2018,5/8/2018,Member,No,10,,,,,,5
12891,149,201,GK,English,4/26/2018,4/29/2018,Non-Member,No,9,,,,,,4.5
12892,167,304,GK,English,5/9/2018,5/11/2018,Member,No,10,,,,,,5
12893,125,1214,GD,English,4/30/2018,5/11/2018,Gold,No,10,,,,,,5
12894,149,1401,GK,English,4/26/2018,4/29/2018,Member,No,10,,,,,,5
12895,135,1121,GD,English,5/11/2018,5/12/2018,Platinum,No,10,,,,,,5
12898,228.6,1523,CD,English,5/5/2018,5/6/2018,Silver,No,8,,,,,,4
12899,229,402,GK,English,5/5/2018,5/6/2018,Member,No,8,,,,,,4
12900,125,1424,GK,English,5/6/2018,5/8/2018,Gold,Yes,10,,,,,,5
12902,239.25,1518,CK,English,5/4/2018,5/8/2018,Silver,Yes,10,,,,,,5
12903,170,204,GKA,English,5/10/2018,5/12/2018,Member,No,7,,,,,,3.5
12904,215,622,GK,English,5/9/2018,5/10/2018,Member,No,7,,,,,,3.5
12905,216.5,424,GK,English,5/5/2018,5/10/2018,Member,No,1,,,,,,0.5
12908,160,1422,GK,English,5/6/2018,5/11/2018,Gold,No,8,,,,,,4
12909,149,1714,CD,English,4/26/2018,4/28/2018,Non-Member,No,10,,,,,,5
12911,164,210,GD,English,5/2/2018,5/6/2018,Member,No,10,,,,,,5
12914,224,616,GD,English,5/4/2018,5/6/2018,Non-Member,No,6,,,,,,3
12916,182.5,318,GD,English,5/3/2018,5/6/2018,Member,No,8,,,,,,4
12918,190.67,1014,GD,English,5/3/2018,5/6/2018,Member,No,7,,,,,,3.5
12919,167,325,GK,English,5/4/2018,5/6/2018,Member,No,10,,,,,,5
12920,179,1003,GK,English,5/4/2018,5/7/2018,Member,No,10,,,,,,5
12921,149.04,215,GD,English,5/5/2018,5/8/2018,Member,No,10,,,,,,5
12922,165,1611,CD,English,5/7/2018,5/8/2018,Gold,Yes,9,,,,,,4.5
12926,163,1521,CK,English,5/5/2018,5/9/2018,Gold,Yes,5,,,,,,2.5
12927,167,814,GD,English,5/2/2018,5/7/2018,Member,No,6,,,,,,3
12928,149,425,GK,English,4/26/2018,4/29/2018,Non-Member,No,10,,,,,,5
12930,204,1019,GD,English,5/3/2018,5/5/2018,Member,No,10,,,,,,5
12932,149,517,GD,English,4/26/2018,4/28/2018,Member,No,10,,,,,,5
12933,127,1619,CK,English,5/5/2018,5/5/2018,Gold,No,9,,,,,,4.5
12935,125,1522,CK,English,5/6/2018,5/7/2018,Platinum,No,8,,,,,,4
